"","date","Ufh","Ufb","Usb","Ush","H","D","B","F","ns","ms"
"613","1996-01",0,1,0,0,0,0,0,0,"0.5","U2"
"614","1996-02",0,1,0,0,0,0,0,0,"0.5","U2"
"615","1996-03",1,0,0,0,0,0,0,0,"0.25","U1"
"616","1996-04",1,0,0,0,0,0,0,0,"0.25","U1"
"617","1996-05",1,0,0,0,0,0,0,0,"0.25","U1"
"618","1996-06",1,0,0,0,0,0,0,0,"0.25","U1"
"619","1996-07",1,0,0,0,0,0,0,0,"0.25","U1"
"620","1996-08",1,0,0,0,0,0,0,0,"0.25","U1"
"621","1996-09",1,0,0,0,0,0,0,0,"0.25","U1"
"622","1996-10",1,0,0,0,0,0,0,0,"0.25","U1"
"623","1996-11",1,0,0,0,0,0,0,0,"0.25","U1"
"624","1996-12",1,0,0,0,0,0,0,0,"0.25","U1"
"625","1997-01",1,0,0,0,0,0,0,0,"0.25","U1"
"626","1997-02",1,0,0,0,0,0,0,0,"0.25","U1"
"627","1997-03",1,0,0,0,0,0,0,0,"0.25","U1"
"628","1997-04",1,0,0,0,0,0,0,0,"0.25","U1"
"629","1997-05",1,0,0,0,0,0,0,0,"0.25","U1"
"630","1997-06",1,0,0,0,0,0,0,0,"0.25","U1"
"631","1997-07",1,0,0,0,0,0,0,0,"0.25","U1"
"632","1997-08",1,0,0,0,0,0,0,0,"0.25","U1"
"633","1997-09",1,0,0,0,0,0,0,0,"0.25","U1"
"634","1997-10",1,0,0,0,0,0,0,0,"0.25","U1"
"635","1997-11",1,0,0,0,0,0,0,0,"0.25","U1"
"636","1997-12",1,0,0,0,0,0,0,0,"0.25","U1"
"637","1998-01",0,1,0,0,0,0,0,0,"0.5","U2"
"638","1998-02",0,1,0,0,0,0,0,0,"0.5","U2"
"639","1998-03",1,0,0,0,0,0,0,0,"0.25","U1"
"640","1998-04",1,0,0,0,0,0,0,0,"0.25","U1"
"641","1998-05",1,0,0,0,0,0,0,0,"0.25","U1"
"642","1998-06",1,0,0,0,0,0,0,0,"0.25","U1"
"643","1998-07",1,0,0,0,0,0,0,0,"0.25","U1"
"644","1998-08",0,1,0,0,0,0,0,0,"0.5","U2"
"645","1998-09",0,0,0,0,0,0,1,0,"4","B"
"646","1998-10",0,1,0,0,0,0,0,0,"0.5","U2"
"647","1998-11",0,1,0,0,0,0,0,0,"0.5","U2"
"648","1998-12",0,0,0,0,0,0,1,0,"4","B"
"649","1999-01",0,1,0,0,0,0,0,0,"0.5","U2"
"650","1999-02",0,1,0,0,0,0,0,0,"0.5","U2"
"651","1999-03",1,0,0,0,0,0,0,0,"0.25","U1"
"652","1999-04",1,0,0,0,0,0,0,0,"0.25","U1"
"653","1999-05",1,0,0,0,0,0,0,0,"0.25","U1"
"654","1999-06",1,0,0,0,0,0,0,0,"0.25","U1"
"655","1999-07",1,0,0,0,0,0,0,0,"0.25","U1"
"656","1999-08",1,0,0,0,0,0,0,0,"0.25","U1"
"657","1999-09",1,0,0,0,0,0,0,0,"0.25","U1"
"658","1999-10",1,0,0,0,0,0,0,0,"0.25","U1"
"659","1999-11",1,0,0,0,0,0,0,0,"0.25","U1"
"660","1999-12",1,0,0,0,0,0,0,0,"0.25","U1"
"661","2000-01",1,0,0,0,0,0,0,0,"0.25","U1"
"662","2000-02",0,0,0,0,1,0,0,0,"2","H"
"663","2000-03",0,0,0,0,1,0,0,0,"2","H"
"664","2000-04",0,0,0,0,1,0,0,0,"2","H"
"665","2000-05",0,0,0,0,1,0,0,0,"2","H"
"666","2000-06",0,0,0,0,1,0,0,0,"2","H"
"667","2000-07",0,0,0,0,1,0,0,0,"2","H"
"668","2000-08",0,0,0,0,0,1,0,0,"3","D"
"669","2000-09",0,0,0,0,0,1,0,0,"3","D"
"670","2000-10",0,0,0,0,0,0,1,0,"4","B"
"671","2000-11",0,0,0,0,0,0,1,0,"4","B"
"672","2000-12",0,0,0,0,0,0,1,0,"4","B"
"673","2001-01",0,0,0,0,0,0,1,0,"4","B"
"674","2001-02",0,0,0,0,0,0,1,0,"4","B"
"675","2001-03",0,1,0,0,0,0,0,0,"0.5","U2"
"676","2001-04",0,1,0,0,0,0,0,0,"0.5","U2"
"677","2001-05",1,0,0,0,0,0,0,0,"0.25","U1"
"678","2001-06",0,0,0,1,0,0,0,0,"1","U4"
"679","2001-07",0,1,0,0,0,0,0,0,"0.5","U2"
"680","2001-08",0,1,0,0,0,0,0,0,"0.5","U2"
"681","2001-09",0,0,1,0,0,0,0,0,"0.75","U3"
"682","2001-10",0,0,1,0,0,0,0,0,"0.75","U3"
"683","2001-11",0,0,0,1,0,0,0,0,"1","U4"
"684","2001-12",0,0,0,1,0,0,0,0,"1","U4"
"685","2002-01",0,0,0,1,0,0,0,0,"1","U4"
"686","2002-02",0,0,0,1,0,0,0,0,"1","U4"
"687","2002-03",0,0,0,1,0,0,0,0,"1","U4"
"688","2002-04",0,0,0,1,0,0,0,0,"1","U4"
"689","2002-05",0,0,0,1,0,0,0,0,"1","U4"
"690","2002-06",0,0,0,1,0,0,0,0,"1","U4"
"691","2002-07",0,0,1,0,0,0,0,0,"0.75","U3"
"692","2002-08",0,0,1,0,0,0,0,0,"0.75","U3"
"693","2002-09",0,0,1,0,0,0,0,0,"0.75","U3"
"694","2002-10",0,0,1,0,0,0,0,0,"0.75","U3"
"695","2002-11",0,0,1,0,0,0,0,0,"0.75","U3"
"696","2002-12",0,0,1,0,0,0,0,0,"0.75","U3"
"697","2003-01",0,0,1,0,0,0,0,0,"0.75","U3"
"698","2003-02",0,0,1,0,0,0,0,0,"0.75","U3"
"699","2003-03",0,0,1,0,0,0,0,0,"0.75","U3"
"700","2003-04",0,0,1,0,0,0,0,0,"0.75","U3"
"701","2003-05",0,0,1,0,0,0,0,0,"0.75","U3"
"702","2003-06",0,0,1,0,0,0,0,0,"0.75","U3"
"703","2003-07",0,0,1,0,0,0,0,0,"0.75","U3"
"704","2003-08",0,0,1,0,0,0,0,0,"0.75","U3"
"705","2003-09",0,0,1,0,0,0,0,0,"0.75","U3"
"706","2003-10",0,0,1,0,0,0,0,0,"0.75","U3"
"707","2003-11",0,0,1,0,0,0,0,0,"0.75","U3"
"708","2003-12",0,0,1,0,0,0,0,0,"0.75","U3"
"709","2004-01",0,0,1,0,0,0,0,0,"0.75","U3"
"710","2004-02",0,0,1,0,0,0,0,0,"0.75","U3"
"711","2004-03",0,0,1,0,0,0,0,0,"0.75","U3"
"712","2004-04",0,0,0,1,0,0,0,0,"1","U4"
"713","2004-05",0,0,0,1,0,0,0,0,"1","U4"
"714","2004-06",0,0,0,1,0,0,0,0,"1","U4"
"715","2004-07",0,0,0,1,0,0,0,0,"1","U4"
"716","2004-08",0,0,0,1,0,0,0,0,"1","U4"
"717","2004-09",0,0,1,0,0,0,0,0,"0.75","U3"
"718","2004-10",0,0,1,0,0,0,0,0,"0.75","U3"
"719","2004-11",0,0,1,0,0,0,0,0,"0.75","U3"
"720","2004-12",0,0,1,0,0,0,0,0,"0.75","U3"
"721","2005-01",0,0,0,1,0,0,0,0,"1","U4"
"722","2005-02",1,0,0,0,0,0,0,0,"0.25","U1"
"723","2005-03",1,0,0,0,0,0,0,0,"0.25","U1"
"724","2005-04",1,0,0,0,0,0,0,0,"0.25","U1"
"725","2005-05",1,0,0,0,0,0,0,0,"0.25","U1"
"726","2005-06",1,0,0,0,0,0,0,0,"0.25","U1"
"727","2005-07",1,0,0,0,0,0,0,0,"0.25","U1"
"728","2005-08",1,0,0,0,0,0,0,0,"0.25","U1"
"729","2005-09",1,0,0,0,0,0,0,0,"0.25","U1"
"730","2005-10",1,0,0,0,0,0,0,0,"0.25","U1"
"731","2005-11",1,0,0,0,0,0,0,0,"0.25","U1"
"732","2005-12",1,0,0,0,0,0,0,0,"0.25","U1"
"733","2006-01",0,1,0,0,0,0,0,0,"0.5","U2"
"734","2006-02",0,0,0,0,0,0,0,1,"5","F"
"735","2006-03",0,0,0,0,0,0,0,1,"5","F"
"736","2006-04",0,1,0,0,0,0,0,0,"0.5","U2"
"737","2006-05",0,1,0,0,0,0,0,0,"0.5","U2"
"738","2006-06",0,0,0,0,0,0,0,1,"5","F"
"739","2006-07",0,0,0,0,0,0,0,1,"5","F"
"740","2006-08",0,0,0,0,0,0,1,0,"4","B"
"741","2006-09",0,0,0,0,0,0,1,0,"4","B"
"742","2006-10",0,0,0,0,0,0,1,0,"4","B"
"743","2006-11",0,0,0,0,0,0,1,0,"4","B"
"744","2006-12",0,0,0,0,0,0,1,0,"4","B"
"745","2007-01",0,0,0,0,0,0,1,0,"4","B"
"746","2007-02",0,0,0,0,0,0,1,0,"4","B"
"747","2007-03",0,0,0,0,0,0,1,0,"4","B"
"748","2007-04",0,0,0,0,0,0,1,0,"4","B"
"749","2007-05",0,0,0,0,0,0,1,0,"4","B"
"750","2007-06",1,0,0,0,0,0,0,0,"0.25","U1"
"751","2007-07",0,0,0,0,0,0,1,0,"4","B"
"752","2007-08",0,1,0,0,0,0,0,0,"0.5","U2"
"753","2007-09",0,1,0,0,0,0,0,0,"0.5","U2"
"754","2007-10",0,1,0,0,0,0,0,0,"0.5","U2"
"755","2007-11",0,1,0,0,0,0,0,0,"0.5","U2"
"756","2007-12",0,1,0,0,0,0,0,0,"0.5","U2"
"757","2008-01",0,1,0,0,0,0,0,0,"0.5","U2"
"758","2008-02",0,0,1,0,0,0,0,0,"0.75","U3"
"759","2008-03",0,0,1,0,0,0,0,0,"0.75","U3"
"760","2008-04",0,0,1,0,0,0,0,0,"0.75","U3"
"761","2008-05",0,0,1,0,0,0,0,0,"0.75","U3"
"762","2008-06",0,0,1,0,0,0,0,0,"0.75","U3"
"763","2008-07",0,0,1,0,0,0,0,0,"0.75","U3"
"764","2008-08",0,0,1,0,0,0,0,0,"0.75","U3"
"765","2008-09",0,0,1,0,0,0,0,0,"0.75","U3"
"766","2008-10",0,0,1,0,0,0,0,0,"0.75","U3"
"767","2008-11",0,0,1,0,0,0,0,0,"0.75","U3"
"768","2008-12",0,0,1,0,0,0,0,0,"0.75","U3"
"769","2009-01",0,0,1,0,0,0,0,0,"0.75","U3"
"770","2009-02",0,0,1,0,0,0,0,0,"0.75","U3"
"771","2009-03",0,0,1,0,0,0,0,0,"0.75","U3"
"772","2009-04",0,0,1,0,0,0,0,0,"0.75","U3"
"773","2009-05",0,0,1,0,0,0,0,0,"0.75","U3"
"774","2009-06",0,0,1,0,0,0,0,0,"0.75","U3"
"775","2009-07",0,0,1,0,0,0,0,0,"0.75","U3"
"776","2009-08",0,0,1,0,0,0,0,0,"0.75","U3"
"777","2009-09",0,0,1,0,0,0,0,0,"0.75","U3"
"778","2009-10",0,0,1,0,0,0,0,0,"0.75","U3"
"779","2009-11",0,0,1,0,0,0,0,0,"0.75","U3"
"780","2009-12",0,0,1,0,0,0,0,0,"0.75","U3"
"781","2010-01",0,0,1,0,0,0,0,0,"0.75","U3"
"782","2010-02",0,0,1,0,0,0,0,0,"0.75","U3"
"783","2010-03",0,0,1,0,0,0,0,0,"0.75","U3"
"784","2010-04",0,0,1,0,0,0,0,0,"0.75","U3"
"785","2010-05",0,0,1,0,0,0,0,0,"0.75","U3"
"786","2010-06",0,0,1,0,0,0,0,0,"0.75","U3"
"787","2010-07",0,0,1,0,0,0,0,0,"0.75","U3"
"788","2010-08",0,0,1,0,0,0,0,0,"0.75","U3"
"789","2010-09",0,0,1,0,0,0,0,0,"0.75","U3"
"790","2010-10",0,0,1,0,0,0,0,0,"0.75","U3"
"791","2010-11",0,0,1,0,0,0,0,0,"0.75","U3"
"792","2010-12",0,0,1,0,0,0,0,0,"0.75","U3"
"793","2011-01",0,0,1,0,0,0,0,0,"0.75","U3"
"794","2011-02",0,0,1,0,0,0,0,0,"0.75","U3"
"795","2011-03",0,0,1,0,0,0,0,0,"0.75","U3"
"796","2011-04",0,0,1,0,0,0,0,0,"0.75","U3"
"797","2011-05",0,0,1,0,0,0,0,0,"0.75","U3"
"798","2011-06",0,0,1,0,0,0,0,0,"0.75","U3"
"799","2011-07",0,0,1,0,0,0,0,0,"0.75","U3"
"800","2011-08",0,0,1,0,0,0,0,0,"0.75","U3"
"801","2011-09",0,0,1,0,0,0,0,0,"0.75","U3"
"802","2011-10",0,0,1,0,0,0,0,0,"0.75","U3"
"803","2011-11",0,0,1,0,0,0,0,0,"0.75","U3"
"804","2011-12",0,0,1,0,0,0,0,0,"0.75","U3"
"805","2012-01",0,0,1,0,0,0,0,0,"0.75","U3"
"806","2012-02",0,0,1,0,0,0,0,0,"0.75","U3"
"807","2012-03",0,0,1,0,0,0,0,0,"0.75","U3"
"808","2012-04",0,0,1,0,0,0,0,0,"0.75","U3"
"809","2012-05",0,0,1,0,0,0,0,0,"0.75","U3"
"810","2012-06",0,0,1,0,0,0,0,0,"0.75","U3"
"811","2012-07",0,1,0,0,0,0,0,0,"0.5","U2"
"812","2012-08",0,0,1,0,0,0,0,0,"0.75","U3"
"813","2012-09",0,0,1,0,0,0,0,0,"0.75","U3"
"814","2012-10",0,0,1,0,0,0,0,0,"0.75","U3"
"815","2012-11",0,0,1,0,0,0,0,0,"0.75","U3"
"816","2012-12",0,0,1,0,0,0,0,0,"0.75","U3"
"817","2013-01",0,0,1,0,0,0,0,0,"0.75","U3"
"818","2013-02",0,0,1,0,0,0,0,0,"0.75","U3"
"819","2013-03",0,0,1,0,0,0,0,0,"0.75","U3"
"820","2013-04",0,0,1,0,0,0,0,0,"0.75","U3"
"821","2013-05",0,0,1,0,0,0,0,0,"0.75","U3"
"822","2013-06",0,0,1,0,0,0,0,0,"0.75","U3"
"823","2013-07",0,0,1,0,0,0,0,0,"0.75","U3"
"824","2013-08",0,0,1,0,0,0,0,0,"0.75","U3"
"825","2013-09",0,0,1,0,0,0,0,0,"0.75","U3"
"826","2013-10",0,0,1,0,0,0,0,0,"0.75","U3"
"827","2013-11",0,0,1,0,0,0,0,0,"0.75","U3"
"828","2013-12",0,0,1,0,0,0,0,0,"0.75","U3"
"829","2014-01",0,0,1,0,0,0,0,0,"0.75","U3"
"830","2014-02",0,0,1,0,0,0,0,0,"0.75","U3"
"831","2014-03",0,0,1,0,0,0,0,0,"0.75","U3"
"832","2014-04",0,0,1,0,0,0,0,0,"0.75","U3"
"833","2014-05",0,0,1,0,0,0,0,0,"0.75","U3"
"834","2014-06",0,0,1,0,0,0,0,0,"0.75","U3"
"835","2014-07",0,0,1,0,0,0,0,0,"0.75","U3"
"836","2014-08",0,0,1,0,0,0,0,0,"0.75","U3"
"837","2014-09",0,0,1,0,0,0,0,0,"0.75","U3"
"838","2014-10",0,0,1,0,0,0,0,0,"0.75","U3"
"839","2014-11",0,0,1,0,0,0,0,0,"0.75","U3"
"840","2014-12",0,0,0,1,0,0,0,0,"1","U4"
"841","2015-01",0,0,1,0,0,0,0,0,"0.75","U3"
"842","2015-02",0,0,0,1,0,0,0,0,"1","U4"
"843","2015-03",0,0,0,1,0,0,0,0,"1","U4"
"844","2015-04",0,0,1,0,0,0,0,0,"0.75","U3"
"845","2015-05",0,0,1,0,0,0,0,0,"0.75","U3"
"846","2015-06",0,0,1,0,0,0,0,0,"0.75","U3"
"847","2015-07",0,0,1,0,0,0,0,0,"0.75","U3"
"848","2015-08",0,0,1,0,0,0,0,0,"0.75","U3"
"849","2015-09",0,0,1,0,0,0,0,0,"0.75","U3"
"850","2015-10",0,0,1,0,0,0,0,0,"0.75","U3"
"851","2015-11",0,0,1,0,0,0,0,0,"0.75","U3"
"852","2015-12",0,0,0,1,0,0,0,0,"1","U4"
"853","2016-01",0,0,1,0,0,0,0,0,"0.75","U3"
"854","2016-02",0,1,0,0,0,0,0,0,"0.5","U2"
"855","2016-03",0,1,0,0,0,0,0,0,"0.5","U2"
"856","2016-04",0,1,0,0,0,0,0,0,"0.5","U2"
"857","2016-05",0,1,0,0,0,0,0,0,"0.5","U2"
"858","2016-06",0,1,0,0,0,0,0,0,"0.5","U2"
"859","2016-07",0,1,0,0,0,0,0,0,"0.5","U2"
"860","2016-08",0,1,0,0,0,0,0,0,"0.5","U2"
"861","2016-09",0,1,0,0,0,0,0,0,"0.5","U2"
"862","2016-10",0,1,0,0,0,0,0,0,"0.5","U2"
"863","2016-11",0,1,0,0,0,0,0,0,"0.5","U2"
"864","2016-12",0,0,0,1,0,0,0,0,"1","U4"
"865","2017-01",0,0,0,1,0,0,0,0,"1","U4"
"866","2017-02",0,0,0,1,0,0,0,0,"1","U4"
"867","2017-03",0,1,0,0,0,0,0,0,"0.5","U2"
"868","2017-04",0,1,0,0,0,0,0,0,"0.5","U2"
"869","2017-05",0,1,0,0,0,0,0,0,"0.5","U2"
"870","2017-06",0,1,0,0,0,0,0,0,"0.5","U2"
"871","2017-07",0,1,0,0,0,0,0,0,"0.5","U2"
"872","2017-08",0,1,0,0,0,0,0,0,"0.5","U2"
"873","2017-09",0,1,0,0,0,0,0,0,"0.5","U2"
"874","2017-10",0,1,0,0,0,0,0,0,"0.5","U2"
"875","2017-11",0,1,0,0,0,0,0,0,"0.5","U2"
"876","2017-12",1,0,0,0,0,0,0,0,"0.25","U1"
"877","2018-01",1,0,0,0,0,0,0,0,"0.25","U1"
"878","2018-02",1,0,0,0,0,0,0,0,"0.25","U1"
"879","2018-03",1,0,0,0,0,0,0,0,"0.25","U1"
"880","2018-04",1,0,0,0,0,0,0,0,"0.25","U1"
"881","2018-05",1,0,0,0,0,0,0,0,"0.25","U1"
"882","2018-06",1,0,0,0,0,0,0,0,"0.25","U1"
"883","2018-07",1,0,0,0,0,0,0,0,"0.25","U1"
"884","2018-08",1,0,0,0,0,0,0,0,"0.25","U1"
"885","2018-09",1,0,0,0,0,0,0,0,"0.25","U1"
"886","2018-10",1,0,0,0,0,0,0,0,"0.25","U1"
"887","2018-11",1,0,0,0,0,0,0,0,"0.25","U1"
"888","2018-12",0,1,0,0,0,0,0,0,"0.5","U2"
"889","2019-01",0,1,0,0,0,0,0,0,"0.5","U2"
"890","2019-02",0,1,0,0,0,0,0,0,"0.5","U2"
"891","2019-03",0,0,0,0,0,0,1,0,"4","B"
"892","2019-04",0,0,0,0,0,0,1,0,"4","B"
"893","2019-05",0,0,0,0,0,0,1,0,"4","B"
"894","2019-06",0,0,0,0,0,0,1,0,"4","B"
"895","2019-07",0,0,0,0,0,0,1,0,"4","B"
"896","2019-08",0,0,0,0,0,0,1,0,"4","B"
"897","2019-09",0,0,0,0,0,0,1,0,"4","B"
"898","2019-10",0,0,0,0,0,0,1,0,"4","B"
"899","2019-11",0,1,0,0,0,0,0,0,"0.5","U2"
"900","2019-12",0,1,0,0,0,0,0,0,"0.5","U2"
"901","2020-01",0,1,0,0,0,0,0,0,"0.5","U2"
"902","2020-02",0,0,0,0,0,0,1,0,"4","B"
"903","2020-03",0,1,0,0,0,0,0,0,"0.5","U2"
"904","2020-04",0,1,0,0,0,0,0,0,"0.5","U2"
"905","2020-05",0,1,0,0,0,0,0,0,"0.5","U2"
"906","2020-06",0,1,0,0,0,0,0,0,"0.5","U2"
"907","2020-07",0,1,0,0,0,0,0,0,"0.5","U2"
"908","2020-08",0,1,0,0,0,0,0,0,"0.5","U2"
"909","2020-09",0,1,0,0,0,0,0,0,"0.5","U2"
"910","2020-10",0,1,0,0,0,0,0,0,"0.5","U2"
"911","2020-11",0,1,0,0,0,0,0,0,"0.5","U2"
"912","2020-12",0,1,0,0,0,0,0,0,"0.5","U2"
