"","date","U","H","F","D","B","Shape","ns"
"408","1987-03",1,0,0,0,0,"U","1"
"409","1987-04",1,0,0,0,0,"U","1"
"410","1987-05",1,0,0,0,0,"U","1"
"411","1987-06",1,0,0,0,0,"U","1"
"412","1987-07",1,0,0,0,0,"U","1"
"413","1987-08",1,0,0,0,0,"U","1"
"414","1987-09",1,0,0,0,0,"U","1"
"415","1987-10",1,0,0,0,0,"U","1"
"416","1987-11",1,0,0,0,0,"U","1"
"417","1987-12",1,0,0,0,0,"U","1"
"418","1988-01",1,0,0,0,0,"U","1"
"419","1988-02",1,0,0,0,0,"U","1"
"420","1988-03",1,0,0,0,0,"U","1"
"421","1988-04",1,0,0,0,0,"U","1"
"422","1988-05",1,0,0,0,0,"U","1"
"423","1988-06",1,0,0,0,0,"U","1"
"424","1988-07",1,0,0,0,0,"U","1"
"425","1988-08",1,0,0,0,0,"U","1"
"426","1988-09",1,0,0,0,0,"U","1"
"427","1988-10",1,0,0,0,0,"U","1"
"428","1988-11",1,0,0,0,0,"U","1"
"429","1988-12",0,1,0,0,0,"H","2"
"430","1989-01",0,1,0,0,0,"H","2"
"431","1989-02",0,1,0,0,0,"H","2"
"432","1989-03",0,1,0,0,0,"H","2"
"433","1989-04",0,1,0,0,0,"H","2"
"434","1989-05",0,1,0,0,0,"H","2"
"435","1989-06",0,0,1,0,0,"F","5"
"436","1989-07",0,0,0,0,1,"B","4"
"437","1989-08",0,0,1,0,0,"F","5"
"438","1989-09",0,1,0,0,0,"H","2"
"439","1989-10",0,0,1,0,0,"F","5"
"440","1989-11",0,0,1,0,0,"F","5"
"441","1989-12",0,0,1,0,0,"F","5"
"442","1990-01",1,0,0,0,0,"U","1"
"443","1990-02",1,0,0,0,0,"U","1"
"444","1990-03",0,1,0,0,0,"H","2"
"445","1990-04",1,0,0,0,0,"U","1"
"446","1990-05",1,0,0,0,0,"U","1"
"447","1990-06",1,0,0,0,0,"U","1"
"448","1990-07",1,0,0,0,0,"U","1"
"449","1990-08",1,0,0,0,0,"U","1"
"450","1990-09",1,0,0,0,0,"U","1"
"451","1990-10",1,0,0,0,0,"U","1"
"452","1990-11",1,0,0,0,0,"U","1"
"453","1990-12",1,0,0,0,0,"U","1"
"454","1991-01",1,0,0,0,0,"U","1"
"455","1991-02",1,0,0,0,0,"U","1"
"456","1991-03",1,0,0,0,0,"U","1"
"457","1991-04",1,0,0,0,0,"U","1"
"458","1991-05",1,0,0,0,0,"U","1"
"459","1991-06",1,0,0,0,0,"U","1"
"460","1991-07",1,0,0,0,0,"U","1"
"461","1991-08",1,0,0,0,0,"U","1"
"462","1991-09",1,0,0,0,0,"U","1"
"463","1991-10",1,0,0,0,0,"U","1"
"464","1991-11",1,0,0,0,0,"U","1"
"465","1991-12",1,0,0,0,0,"U","1"
"466","1992-01",1,0,0,0,0,"U","1"
"467","1992-02",1,0,0,0,0,"U","1"
"468","1992-03",1,0,0,0,0,"U","1"
"469","1992-04",1,0,0,0,0,"U","1"
"470","1992-05",1,0,0,0,0,"U","1"
"471","1992-06",1,0,0,0,0,"U","1"
"472","1992-07",1,0,0,0,0,"U","1"
"473","1992-08",1,0,0,0,0,"U","1"
"474","1992-09",1,0,0,0,0,"U","1"
"475","1992-10",1,0,0,0,0,"U","1"
"476","1992-11",1,0,0,0,0,"U","1"
"477","1992-12",1,0,0,0,0,"U","1"
"478","1993-01",1,0,0,0,0,"U","1"
"479","1993-02",1,0,0,0,0,"U","1"
"480","1993-03",1,0,0,0,0,"U","1"
"481","1993-04",1,0,0,0,0,"U","1"
"482","1993-05",1,0,0,0,0,"U","1"
"483","1993-06",1,0,0,0,0,"U","1"
"484","1993-07",1,0,0,0,0,"U","1"
"485","1993-08",1,0,0,0,0,"U","1"
"486","1993-09",1,0,0,0,0,"U","1"
"487","1993-10",1,0,0,0,0,"U","1"
"488","1993-11",1,0,0,0,0,"U","1"
"489","1993-12",1,0,0,0,0,"U","1"
"490","1994-01",1,0,0,0,0,"U","1"
"491","1994-02",1,0,0,0,0,"U","1"
"492","1994-03",1,0,0,0,0,"U","1"
"493","1994-04",1,0,0,0,0,"U","1"
"494","1994-05",1,0,0,0,0,"U","1"
"495","1994-06",1,0,0,0,0,"U","1"
"496","1994-07",1,0,0,0,0,"U","1"
"497","1994-08",1,0,0,0,0,"U","1"
"498","1994-09",1,0,0,0,0,"U","1"
"499","1994-10",1,0,0,0,0,"U","1"
"500","1994-11",1,0,0,0,0,"U","1"
"501","1994-12",1,0,0,0,0,"U","1"
"502","1995-01",1,0,0,0,0,"U","1"
"503","1995-02",1,0,0,0,0,"U","1"
"504","1995-03",1,0,0,0,0,"U","1"
"505","1995-04",1,0,0,0,0,"U","1"
"506","1995-05",1,0,0,0,0,"U","1"
"507","1995-06",1,0,0,0,0,"U","1"
"508","1995-07",1,0,0,0,0,"U","1"
"509","1995-08",1,0,0,0,0,"U","1"
"510","1995-09",1,0,0,0,0,"U","1"
"511","1995-10",1,0,0,0,0,"U","1"
"512","1995-11",1,0,0,0,0,"U","1"
"513","1995-12",1,0,0,0,0,"U","1"
"514","1996-01",1,0,0,0,0,"U","1"
"515","1996-02",1,0,0,0,0,"U","1"
"516","1996-03",1,0,0,0,0,"U","1"
"517","1996-04",1,0,0,0,0,"U","1"
"518","1996-05",1,0,0,0,0,"U","1"
"519","1996-06",1,0,0,0,0,"U","1"
"520","1996-07",1,0,0,0,0,"U","1"
"521","1996-08",1,0,0,0,0,"U","1"
"522","1996-09",1,0,0,0,0,"U","1"
"523","1996-10",1,0,0,0,0,"U","1"
"524","1996-11",1,0,0,0,0,"U","1"
"525","1996-12",1,0,0,0,0,"U","1"
"526","1997-01",1,0,0,0,0,"U","1"
"527","1997-02",1,0,0,0,0,"U","1"
"528","1997-03",1,0,0,0,0,"U","1"
"529","1997-04",1,0,0,0,0,"U","1"
"530","1997-05",1,0,0,0,0,"U","1"
"531","1997-06",1,0,0,0,0,"U","1"
"532","1997-07",1,0,0,0,0,"U","1"
"533","1997-08",1,0,0,0,0,"U","1"
"534","1997-09",1,0,0,0,0,"U","1"
"535","1997-10",1,0,0,0,0,"U","1"
"536","1997-11",1,0,0,0,0,"U","1"
"537","1997-12",1,0,0,0,0,"U","1"
"538","1998-01",1,0,0,0,0,"U","1"
"539","1998-02",1,0,0,0,0,"U","1"
"540","1998-03",1,0,0,0,0,"U","1"
"541","1998-04",1,0,0,0,0,"U","1"
"542","1998-05",1,0,0,0,0,"U","1"
"543","1998-06",1,0,0,0,0,"U","1"
"544","1998-07",1,0,0,0,0,"U","1"
"545","1998-08",1,0,0,0,0,"U","1"
"546","1998-09",0,0,0,0,1,"B","4"
"547","1998-10",1,0,0,0,0,"U","1"
"548","1998-11",1,0,0,0,0,"U","1"
"549","1998-12",0,0,0,0,1,"B","4"
"550","1999-01",1,0,0,0,0,"U","1"
"551","1999-02",1,0,0,0,0,"U","1"
"552","1999-03",1,0,0,0,0,"U","1"
"553","1999-04",1,0,0,0,0,"U","1"
"554","1999-05",1,0,0,0,0,"U","1"
"555","1999-06",1,0,0,0,0,"U","1"
"556","1999-07",1,0,0,0,0,"U","1"
"557","1999-08",1,0,0,0,0,"U","1"
"558","1999-09",1,0,0,0,0,"U","1"
"559","1999-10",1,0,0,0,0,"U","1"
"560","1999-11",1,0,0,0,0,"U","1"
"561","1999-12",1,0,0,0,0,"U","1"
"562","2000-01",1,0,0,0,0,"U","1"
"563","2000-02",0,1,0,0,0,"H","2"
"564","2000-03",0,1,0,0,0,"H","2"
"565","2000-04",0,1,0,0,0,"H","2"
"566","2000-05",0,1,0,0,0,"H","2"
"567","2000-06",0,1,0,0,0,"H","2"
"568","2000-07",0,1,0,0,0,"H","2"
"569","2000-08",0,0,0,1,0,"D","3"
"570","2000-09",0,0,0,1,0,"D","3"
"571","2000-10",0,0,0,0,1,"B","4"
"572","2000-11",0,0,0,0,1,"B","4"
"573","2000-12",0,0,0,0,1,"B","4"
"574","2001-01",0,0,0,0,1,"B","4"
"575","2001-02",0,0,0,0,1,"B","4"
"576","2001-03",1,0,0,0,0,"U","1"
"577","2001-04",1,0,0,0,0,"U","1"
"578","2001-05",1,0,0,0,0,"U","1"
"579","2001-06",1,0,0,0,0,"U","1"
"580","2001-07",1,0,0,0,0,"U","1"
"581","2001-08",1,0,0,0,0,"U","1"
"582","2001-09",1,0,0,0,0,"U","1"
"583","2001-10",1,0,0,0,0,"U","1"
"584","2001-11",1,0,0,0,0,"U","1"
"585","2001-12",1,0,0,0,0,"U","1"
"586","2002-01",1,0,0,0,0,"U","1"
"587","2002-02",1,0,0,0,0,"U","1"
"588","2002-03",1,0,0,0,0,"U","1"
"589","2002-04",1,0,0,0,0,"U","1"
"590","2002-05",1,0,0,0,0,"U","1"
"591","2002-06",1,0,0,0,0,"U","1"
"592","2002-07",1,0,0,0,0,"U","1"
"593","2002-08",1,0,0,0,0,"U","1"
"594","2002-09",1,0,0,0,0,"U","1"
"595","2002-10",1,0,0,0,0,"U","1"
"596","2002-11",1,0,0,0,0,"U","1"
"597","2002-12",1,0,0,0,0,"U","1"
"598","2003-01",1,0,0,0,0,"U","1"
"599","2003-02",1,0,0,0,0,"U","1"
"600","2003-03",1,0,0,0,0,"U","1"
"601","2003-04",1,0,0,0,0,"U","1"
"602","2003-05",1,0,0,0,0,"U","1"
"603","2003-06",1,0,0,0,0,"U","1"
"604","2003-07",1,0,0,0,0,"U","1"
"605","2003-08",1,0,0,0,0,"U","1"
"606","2003-09",1,0,0,0,0,"U","1"
"607","2003-10",1,0,0,0,0,"U","1"
"608","2003-11",1,0,0,0,0,"U","1"
"609","2003-12",1,0,0,0,0,"U","1"
"610","2004-01",1,0,0,0,0,"U","1"
"611","2004-02",1,0,0,0,0,"U","1"
"612","2004-03",1,0,0,0,0,"U","1"
"613","2004-04",1,0,0,0,0,"U","1"
"614","2004-05",1,0,0,0,0,"U","1"
"615","2004-06",1,0,0,0,0,"U","1"
"616","2004-07",1,0,0,0,0,"U","1"
"617","2004-08",1,0,0,0,0,"U","1"
"618","2004-09",1,0,0,0,0,"U","1"
"619","2004-10",1,0,0,0,0,"U","1"
"620","2004-11",1,0,0,0,0,"U","1"
"621","2004-12",1,0,0,0,0,"U","1"
"622","2005-01",1,0,0,0,0,"U","1"
"623","2005-02",1,0,0,0,0,"U","1"
"624","2005-03",1,0,0,0,0,"U","1"
"625","2005-04",1,0,0,0,0,"U","1"
"626","2005-05",1,0,0,0,0,"U","1"
"627","2005-06",1,0,0,0,0,"U","1"
"628","2005-07",1,0,0,0,0,"U","1"
"629","2005-08",1,0,0,0,0,"U","1"
"630","2005-09",1,0,0,0,0,"U","1"
"631","2005-10",1,0,0,0,0,"U","1"
"632","2005-11",1,0,0,0,0,"U","1"
"633","2005-12",1,0,0,0,0,"U","1"
"634","2006-01",1,0,0,0,0,"U","1"
"635","2006-02",0,0,1,0,0,"F","5"
"636","2006-03",0,0,1,0,0,"F","5"
"637","2006-04",1,0,0,0,0,"U","1"
"638","2006-05",1,0,0,0,0,"U","1"
"639","2006-06",0,0,1,0,0,"F","5"
"640","2006-07",0,0,1,0,0,"F","5"
"641","2006-08",0,0,0,0,1,"B","4"
"642","2006-09",0,0,0,0,1,"B","4"
"643","2006-10",0,0,0,0,1,"B","4"
"644","2006-11",0,0,0,0,1,"B","4"
"645","2006-12",0,0,0,0,1,"B","4"
"646","2007-01",0,0,0,0,1,"B","4"
"647","2007-02",0,0,0,0,1,"B","4"
"648","2007-03",0,0,0,0,1,"B","4"
"649","2007-04",0,0,0,0,1,"B","4"
"650","2007-05",0,0,0,0,1,"B","4"
"651","2007-06",1,0,0,0,0,"U","1"
"652","2007-07",0,0,0,0,1,"B","4"
"653","2007-08",1,0,0,0,0,"U","1"
"654","2007-09",1,0,0,0,0,"U","1"
"655","2007-10",1,0,0,0,0,"U","1"
"656","2007-11",1,0,0,0,0,"U","1"
"657","2007-12",1,0,0,0,0,"U","1"
"658","2008-01",1,0,0,0,0,"U","1"
"659","2008-02",1,0,0,0,0,"U","1"
"660","2008-03",1,0,0,0,0,"U","1"
"661","2008-04",1,0,0,0,0,"U","1"
"662","2008-05",1,0,0,0,0,"U","1"
"663","2008-06",1,0,0,0,0,"U","1"
"664","2008-07",1,0,0,0,0,"U","1"
"665","2008-08",1,0,0,0,0,"U","1"
"666","2008-09",1,0,0,0,0,"U","1"
"667","2008-10",1,0,0,0,0,"U","1"
"668","2008-11",1,0,0,0,0,"U","1"
"669","2008-12",1,0,0,0,0,"U","1"
"670","2009-01",1,0,0,0,0,"U","1"
"671","2009-02",1,0,0,0,0,"U","1"
"672","2009-03",1,0,0,0,0,"U","1"
"673","2009-04",1,0,0,0,0,"U","1"
"674","2009-05",1,0,0,0,0,"U","1"
"675","2009-06",1,0,0,0,0,"U","1"
"676","2009-07",1,0,0,0,0,"U","1"
"677","2009-08",1,0,0,0,0,"U","1"
"678","2009-09",1,0,0,0,0,"U","1"
"679","2009-10",1,0,0,0,0,"U","1"
"680","2009-11",1,0,0,0,0,"U","1"
"681","2009-12",1,0,0,0,0,"U","1"
"682","2010-01",1,0,0,0,0,"U","1"
"683","2010-02",1,0,0,0,0,"U","1"
"684","2010-03",1,0,0,0,0,"U","1"
"685","2010-04",1,0,0,0,0,"U","1"
"686","2010-05",1,0,0,0,0,"U","1"
"687","2010-06",1,0,0,0,0,"U","1"
"688","2010-07",1,0,0,0,0,"U","1"
"689","2010-08",1,0,0,0,0,"U","1"
"690","2010-09",1,0,0,0,0,"U","1"
"691","2010-10",1,0,0,0,0,"U","1"
"692","2010-11",1,0,0,0,0,"U","1"
"693","2010-12",1,0,0,0,0,"U","1"
"694","2011-01",1,0,0,0,0,"U","1"
"695","2011-02",1,0,0,0,0,"U","1"
"696","2011-03",1,0,0,0,0,"U","1"
"697","2011-04",1,0,0,0,0,"U","1"
"698","2011-05",1,0,0,0,0,"U","1"
"699","2011-06",1,0,0,0,0,"U","1"
"700","2011-07",1,0,0,0,0,"U","1"
"701","2011-08",1,0,0,0,0,"U","1"
"702","2011-09",1,0,0,0,0,"U","1"
"703","2011-10",1,0,0,0,0,"U","1"
"704","2011-11",1,0,0,0,0,"U","1"
"705","2011-12",1,0,0,0,0,"U","1"
"706","2012-01",1,0,0,0,0,"U","1"
"707","2012-02",1,0,0,0,0,"U","1"
"708","2012-03",1,0,0,0,0,"U","1"
"709","2012-04",1,0,0,0,0,"U","1"
"710","2012-05",1,0,0,0,0,"U","1"
"711","2012-06",1,0,0,0,0,"U","1"
"712","2012-07",1,0,0,0,0,"U","1"
"713","2012-08",1,0,0,0,0,"U","1"
"714","2012-09",1,0,0,0,0,"U","1"
"715","2012-10",1,0,0,0,0,"U","1"
"716","2012-11",1,0,0,0,0,"U","1"
"717","2012-12",1,0,0,0,0,"U","1"
"718","2013-01",1,0,0,0,0,"U","1"
"719","2013-02",1,0,0,0,0,"U","1"
"720","2013-03",1,0,0,0,0,"U","1"
"721","2013-04",1,0,0,0,0,"U","1"
"722","2013-05",1,0,0,0,0,"U","1"
"723","2013-06",1,0,0,0,0,"U","1"
"724","2013-07",1,0,0,0,0,"U","1"
"725","2013-08",1,0,0,0,0,"U","1"
"726","2013-09",1,0,0,0,0,"U","1"
"727","2013-10",1,0,0,0,0,"U","1"
"728","2013-11",1,0,0,0,0,"U","1"
"729","2013-12",1,0,0,0,0,"U","1"
"730","2014-01",1,0,0,0,0,"U","1"
"731","2014-02",1,0,0,0,0,"U","1"
"732","2014-03",1,0,0,0,0,"U","1"
"733","2014-04",1,0,0,0,0,"U","1"
"734","2014-05",1,0,0,0,0,"U","1"
"735","2014-06",1,0,0,0,0,"U","1"
"736","2014-07",1,0,0,0,0,"U","1"
"737","2014-08",1,0,0,0,0,"U","1"
"738","2014-09",1,0,0,0,0,"U","1"
"739","2014-10",1,0,0,0,0,"U","1"
"740","2014-11",1,0,0,0,0,"U","1"
"741","2014-12",1,0,0,0,0,"U","1"
"742","2015-01",1,0,0,0,0,"U","1"
"743","2015-02",1,0,0,0,0,"U","1"
"744","2015-03",1,0,0,0,0,"U","1"
"745","2015-04",1,0,0,0,0,"U","1"
"746","2015-05",1,0,0,0,0,"U","1"
"747","2015-06",1,0,0,0,0,"U","1"
"748","2015-07",1,0,0,0,0,"U","1"
"749","2015-08",1,0,0,0,0,"U","1"
"750","2015-09",1,0,0,0,0,"U","1"
"751","2015-10",1,0,0,0,0,"U","1"
"752","2015-11",1,0,0,0,0,"U","1"
"753","2015-12",1,0,0,0,0,"U","1"
"754","2016-01",1,0,0,0,0,"U","1"
"755","2016-02",1,0,0,0,0,"U","1"
"756","2016-03",1,0,0,0,0,"U","1"
"757","2016-04",1,0,0,0,0,"U","1"
"758","2016-05",1,0,0,0,0,"U","1"
"759","2016-06",1,0,0,0,0,"U","1"
"760","2016-07",1,0,0,0,0,"U","1"
"761","2016-08",1,0,0,0,0,"U","1"
"762","2016-09",1,0,0,0,0,"U","1"
"763","2016-10",1,0,0,0,0,"U","1"
"764","2016-11",1,0,0,0,0,"U","1"
"765","2016-12",1,0,0,0,0,"U","1"
"766","2017-01",1,0,0,0,0,"U","1"
"767","2017-02",1,0,0,0,0,"U","1"
"768","2017-03",1,0,0,0,0,"U","1"
"769","2017-04",1,0,0,0,0,"U","1"
"770","2017-05",1,0,0,0,0,"U","1"
"771","2017-06",1,0,0,0,0,"U","1"
"772","2017-07",1,0,0,0,0,"U","1"
"773","2017-08",1,0,0,0,0,"U","1"
"774","2017-09",1,0,0,0,0,"U","1"
"775","2017-10",1,0,0,0,0,"U","1"
"776","2017-11",1,0,0,0,0,"U","1"
"777","2017-12",1,0,0,0,0,"U","1"
"778","2018-01",1,0,0,0,0,"U","1"
"779","2018-02",1,0,0,0,0,"U","1"
"780","2018-03",1,0,0,0,0,"U","1"
"781","2018-04",1,0,0,0,0,"U","1"
"782","2018-05",1,0,0,0,0,"U","1"
"783","2018-06",1,0,0,0,0,"U","1"
"784","2018-07",1,0,0,0,0,"U","1"
"785","2018-08",1,0,0,0,0,"U","1"
"786","2018-09",1,0,0,0,0,"U","1"
"787","2018-10",1,0,0,0,0,"U","1"
"788","2018-11",1,0,0,0,0,"U","1"
"789","2018-12",1,0,0,0,0,"U","1"
"790","2019-01",1,0,0,0,0,"U","1"
"791","2019-02",1,0,0,0,0,"U","1"
"792","2019-03",0,0,0,0,1,"B","4"
"793","2019-04",0,0,0,0,1,"B","4"
"794","2019-05",0,0,0,0,1,"B","4"
"795","2019-06",0,0,0,0,1,"B","4"
"796","2019-07",0,0,0,0,1,"B","4"
"797","2019-08",0,0,0,0,1,"B","4"
"798","2019-09",0,0,0,0,1,"B","4"
"799","2019-10",0,0,0,0,1,"B","4"
"800","2019-11",1,0,0,0,0,"U","1"
"801","2019-12",1,0,0,0,0,"U","1"
"802","2020-01",1,0,0,0,0,"U","1"
"803","2020-02",0,0,0,0,1,"B","4"
"804","2020-03",1,0,0,0,0,"U","1"
"805","2020-04",1,0,0,0,0,"U","1"
"806","2020-05",1,0,0,0,0,"U","1"
"807","2020-06",1,0,0,0,0,"U","1"
"808","2020-07",1,0,0,0,0,"U","1"
"809","2020-08",1,0,0,0,0,"U","1"
"810","2020-09",1,0,0,0,0,"U","1"
"811","2020-10",1,0,0,0,0,"U","1"
"812","2020-11",1,0,0,0,0,"U","1"
"813","2020-12",1,0,0,0,0,"U","1"
